Recherche de l'hôte...
Connexion à l'hôte...
Authentification...
Utilisation du nom d'utilisateur "gmetais".
Authentification avec le mot de passe pré-entré.
Authentifié.
Démarrage de la session...
Session démarrée.
Session active : [1] gmetais@rebond.tlt
Recherche de l'hôte...
Connexion à l'hôte...
Authentification...
Utilisation du nom d'utilisateur "gmetais".
Authentification avec le mot de passe pré-entré.
Authentifié.
Démarrage de la session...
Session démarrée.
..\StatsIS\2017-11-30\CHROMEBOOK.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLGV.png |          11 KB |  309,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLGV.tab |           1 KB |  302,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLGV.TXT |          103 B |  302,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLMET.bak.csv |           3 KB |  299,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLMET.csv |           3 KB |  297,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLMET.htm |           1 KB |  291,3 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLMET.png |          15 KB |  321,3 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLMET.tab |           1 KB |  314,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLMET.txt |          112 B |  314,4 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLPV.bak.csv |           3 KB |  312,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLPV.csv |           3 KB |  309,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLPV.htm |           1 KB |  312,3 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLPV.png |          11 KB |  323,3 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLPV.tab |           1 KB |  317,4 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLPV.txt |           89 B |  317,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLRECOND.bak.csv |           2 KB |  313,9 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLRECOND.csv |           2 KB |  310,8 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLRECOND.htm |           1 KB |  305,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLRECOND.png |          11 KB |  322,8 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLRECOND.tab |           1 KB |  316,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLRECOND.txt |           82 B |  309,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLUC.bak.csv |           2 KB |  306,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLUC.csv |           2 KB |  310,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLUC.htm |           1 KB |  305,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLUC.png |          12 KB |  316,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLUC.tab |           1 KB |  318,1 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLUC.txt |           65 B |  311,3 KB/s | binary | 100%
..\StatsIS\2018-02-22\FINGERPRINT.bak.csv |           4 KB |  310,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\FINGERPRINT.csv |           4 KB |  309,4 KB/s | binary | 100%
..\StatsIS\2018-02-22\FINGERPRINT.htm |           1 KB |  305,1 KB/s | binary | 100%
..\StatsIS\2018-02-22\FINGERPRINT.png |           9 KB |  317,9 KB/s | binary | 100%
..\StatsIS\2018-02-22\FINGERPRINT.tab |           1 KB |  313,9 KB/s | binary | 100%
..\StatsIS\2018-02-22\FINGERPRINT.txt |          110 B |  314,0 KB/s | binary | 100%
..\StatsIS\2018-02-22\index.html |           6 KB |  316,1 KB/s | binary | 100%
..\StatsIS\2018-02-22\PFMA.bak.csv |           3 KB |  313,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\PFMA.csv |           3 KB |  311,8 KB/s | binary | 100%
..\StatsIS\2018-02-22\PFMA.htm |           1 KB |  307,8 KB/s | binary | 100%
..\StatsIS\2018-02-22\PFMA.png |          12 KB |  322,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\PFMA.tab |           1 KB |  318,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\PFMA.txt |          155 B |  313,0 KB/s | binary | 100%
..\StatsIS\2018-02-22\PSMM3.bak.csv |           2 KB |  316,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\PSMM3.csv |           2 KB |  313,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\PSMM3.htm |           1 KB |  310,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\PSMM3.png |          10 KB |  316,4 KB/s | binary | 100%
..\StatsIS\2018-02-22\PSMM3.tab |           1 KB |  317,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\PSMM3.txt |          134 B |  312,4 KB/s | binary | 100%
..\StatsIS\2018-02-22\SERVEURS.bak.csv |           2 KB |  310,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\SERVEURS.csv |           2 KB |  308,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\SERVEURS.htm |           1 KB |  305,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\SERVEURS.png |          11 KB |  317,1 KB/s | binary | 100%
..\StatsIS\2018-02-22\SERVEURS.tab |           1 KB |  313,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\SERVEURS.txt |           97 B |  308,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\UCSHIP.bak.csv |           2 KB |  306,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\UCSHIP.csv |           2 KB |  309,1 KB/s | binary | 100%
..\StatsIS\2018-02-22\UCSHIP.htm |           1 KB |  306,0 KB/s | binary | 100%
..\StatsIS\2018-02-22\UCSHIP.png |           9 KB |  310,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\UCSHIP.tab |           1 KB |  311,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\UCSHIP.txt |           92 B |  307,4 KB/s | binary | 100%
..\StatsIS\2018-02-22\ZPL.bak.csv |           3 KB |  305,9 KB/s | binary | 100%
..\StatsIS\2018-02-22\ZPL.csv |           3 KB |  304,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\ZPL.htm |           1 KB |  306,1 KB/s | binary | 100%
..\StatsIS\2018-02-22\ZPL.png |          13 KB |  313,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\ZPL.tab |           1 KB |  310,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\ZPL.txt |          118 B |  310,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\C11.bak.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\C11.csv |           1 KB |   72,2 KB/s | binary | 100%
..\StatsIS\2018-02-28\C11.htm |           1 KB |   84,5 KB/s | binary | 100%
..\StatsIS\2018-02-28\C11.png |          14 KB |  361,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\C11.tab |           1 KB |  288,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\C11.txt |          104 B |  289,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHROMEBOOK.bak.csv |           2 KB |  262,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHROMEBOOK.csv |           2 KB |  241,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHROMEBOOK.htm |           1 KB |  258,2 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHROMEBOOK.png |          14 KB |  350,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHROMEBOOK.tab |           1 KB |  318,6 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHROMEBOOK.txt |           90 B |  319,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRPORT.bak.csv |           3 KB |  305,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRPORT.csv |           3 KB |  294,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRPORT.htm |           1 KB |  278,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRPORT.png |          11 KB |  345,6 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRPORT.tab |           1 KB |  322,7 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRPORT.txt |          112 B |  299,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRECOND.bak.csv |           2 KB |  290,7 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRECOND.csv |           2 KB |  283,2 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRECOND.htm |           1 KB |  150,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRECOND.png |          13 KB |  173,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRECOND.tab |           1 KB |  170,5 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRECOND.txt |          124 B |  160,5 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRP.bak.csv |           3 KB |  161,6 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRP.csv |           3 KB |  162,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRP.htm |           1 KB |  161,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRP.png |           9 KB |  178,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRP.tab |           1 KB |  176,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRRP.txt |           83 B |  171,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRUC.bak.csv |           2 KB |  175,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRUC.csv |           2 KB |  175,6 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRUC.htm |           1 KB |  173,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRUC.png |          11 KB |  187,6 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRUC.tab |           1 KB |  189,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\CHRUC.txt |          109 B |  184,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLGV.bak.csv |           3 KB |  185,7 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLGV.csv |           3 KB |  186,2 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLGV.htm |           1 KB |  188,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLGV.png |          11 KB |  200,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLGV.tab |           1 KB |  198,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLGV.TXT |          103 B |  194,1 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLMET.bak.csv |           3 KB |  198,7 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLMET.csv |           3 KB |  199,2 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLMET.htm |           1 KB |  197,1 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLMET.png |          15 KB |  217,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLMET.tab |           1 KB |  214,7 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLMET.txt |          116 B |  210,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLPV.bak.csv |           3 KB |  211,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLPV.csv |           3 KB |  215,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLPV.htm |           1 KB |  213,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLPV.png |          11 KB |  222,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLPV.tab |           1 KB |  224,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLPV.txt |           89 B |  220,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLRECOND.bak.csv |           2 KB |  219,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLRECOND.csv |           2 KB |  219,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLRECOND.htm |           1 KB |  216,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLRECOND.png |          11 KB |  229,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLRECOND.tab |           1 KB |  226,5 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLRECOND.txt |           82 B |  222,7 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLUC.bak.csv |           2 KB |  225,7 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLUC.csv |           2 KB |  225,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLUC.htm |           1 KB |  222,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLUC.png |          12 KB |  231,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLUC.tab |           1 KB |  229,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\COLUC.txt |           90 B |  229,5 KB/s | binary | 100%
..\StatsIS\2018-02-28\FINGERPRINT.bak.csv |           4 KB |  230,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\FINGERPRINT.csv |           4 KB |  230,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\FINGERPRINT.htm |           1 KB |  228,6 KB/s | binary | 100%
..\StatsIS\2018-02-28\FINGERPRINT.png |          10 KB |  238,2 KB/s | binary | 100%
..\StatsIS\2018-02-28\FINGERPRINT.tab |           1 KB |  236,1 KB/s | binary | 100%
..\StatsIS\2018-02-28\FINGERPRINT.txt |          110 B |  232,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\index.html |           6 KB |  239,1 KB/s | binary | 100%
..\StatsIS\2018-02-28\PFMA.bak.csv |           3 KB |  238,5 KB/s | binary | 100%
..\StatsIS\2018-02-28\PFMA.csv |           3 KB |  237,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\PFMA.htm |           1 KB |  236,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\PFMA.png |          12 KB |  247,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\PFMA.tab |           1 KB |  245,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\PFMA.txt |          155 B |  245,2 KB/s | binary | 100%
..\StatsIS\2018-02-28\PSMM3.bak.csv |           2 KB |  244,2 KB/s | binary | 100%
..\StatsIS\2018-02-28\PSMM3.csv |           2 KB |  243,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\PSMM3.htm |           1 KB |  241,5 KB/s | binary | 100%
..\StatsIS\2018-02-28\PSMM3.png |          10 KB |  250,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\PSMM3.tab |           1 KB |  248,2 KB/s | binary | 100%
..\StatsIS\2018-02-28\PSMM3.txt |          181 B |  245,1 KB/s | binary | 100%
..\StatsIS\2018-02-28\SERVEURS.bak.csv |           2 KB |  244,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\SERVEURS.csv |           2 KB |  246,6 KB/s | binary | 100%
..\StatsIS\2018-02-28\SERVEURS.htm |           1 KB |  245,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\SERVEURS.png |          11 KB |  254,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\SERVEURS.tab |           1 KB |  252,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\SERVEURS.txt |           97 B |  248,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\UCSHIP.bak.csv |           2 KB |  251,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\UCSHIP.csv |           2 KB |  250,1 KB/s | binary | 100%
..\StatsIS\2018-02-28\UCSHIP.htm |           1 KB |  248,3 KB/s | binary | 100%
..\StatsIS\2018-02-28\UCSHIP.png |          10 KB |  253,1 KB/s | binary | 100%
..\StatsIS\2018-02-28\UCSHIP.tab |           1 KB |  253,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\UCSHIP.txt |           92 B |  251,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\ZPL.bak.csv |           3 KB |  250,4 KB/s | binary | 100%
..\StatsIS\2018-02-28\ZPL.csv |           3 KB |  252,8 KB/s | binary | 100%
..\StatsIS\2018-02-28\ZPL.htm |           1 KB |  251,1 KB/s | binary | 100%
..\StatsIS\2018-02-28\ZPL.png |          13 KB |  258,0 KB/s | binary | 100%
..\StatsIS\2018-02-28\ZPL.tab |           1 KB |  258,9 KB/s | binary | 100%
..\StatsIS\2018-02-28\ZPL.txt |          136 B |  256,1 KB/s | binary | 100%
..\StatsIS\2018-03-08\C11.bak.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-03-08\C11.csv |           1 KB |   76,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\C11.htm |           1 KB |   89,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\C11.png |          14 KB |  541,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\C11.tab |           1 KB |  381,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\C11.txt |          114 B |  286,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHROMEBOOK.bak.csv |           2 KB |  260,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHROMEBOOK.csv |           2 KB |  289,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHROMEBOOK.htm |           1 KB |  257,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHROMEBOOK.png |          13 KB |  400,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHROMEBOOK.tab |           1 KB |  353,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHROMEBOOK.txt |           68 B |  311,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRPORT.bak.csv |           3 KB |  299,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRPORT.csv |           3 KB |  322,3 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRPORT.htm |           1 KB |  301,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRPORT.png |          13 KB |  351,0 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRPORT.tab |           1 KB |  358,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRPORT.txt |          109 B |  304,0 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRECOND.bak.csv |           2 KB |   76,6 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRECOND.csv |           2 KB |   73,3 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRECOND.htm |           1 KB |   72,6 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRECOND.png |          13 KB |   85,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRECOND.tab |           1 KB |   85,3 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRECOND.txt |          124 B |   82,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRP.bak.csv |           3 KB |   84,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRP.csv |           3 KB |   86,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRP.htm |           1 KB |   85,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRP.png |           9 KB |   94,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRP.tab |           1 KB |   78,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRRP.txt |           83 B |   77,6 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRUC.bak.csv |           2 KB |   76,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRUC.csv |           2 KB |   77,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRUC.htm |           1 KB |   76,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRUC.png |          10 KB |   83,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRUC.tab |           1 KB |   82,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\CHRUC.txt |          109 B |   81,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLGV.bak.csv |           3 KB |   82,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLGV.csv |           3 KB |   83,3 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLGV.htm |           1 KB |   73,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLGV.png |          11 KB |   79,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLGV.tab |           1 KB |   79,1 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLGV.TXT |           99 B |   78,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLMET.bak.csv |           3 KB |   79,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLMET.csv |           3 KB |   80,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLMET.htm |           1 KB |   81,1 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLMET.png |          14 KB |   88,3 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLMET.tab |           1 KB |   89,0 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLMET.txt |          116 B |   88,3 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLPV.bak.csv |           3 KB |   89,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLPV.csv |           3 KB |   90,6 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLPV.htm |           1 KB |   90,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLPV.png |          11 KB |   96,6 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLPV.tab |           1 KB |   96,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLPV.txt |          144 B |   95,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLRECOND.bak.csv |           2 KB |   96,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLRECOND.csv |           2 KB |   97,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLRECOND.htm |           1 KB |   97,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLRECOND.png |          10 KB |  101,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLRECOND.tab |           1 KB |  101,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLRECOND.txt |           82 B |  101,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLUC.bak.csv |           2 KB |  102,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLUC.csv |           2 KB |  102,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLUC.htm |           1 KB |  102,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLUC.png |          12 KB |  108,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLUC.tab |           1 KB |  108,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\COLUC.txt |           90 B |  107,6 KB/s | binary | 100%
..\StatsIS\2018-03-08\FINGERPRINT.bak.csv |           4 KB |  108,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\FINGERPRINT.csv |           4 KB |  110,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\FINGERPRINT.htm |           1 KB |  110,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\FINGERPRINT.png |           9 KB |  114,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\FINGERPRINT.tab |           1 KB |  114,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\FINGERPRINT.txt |          112 B |  113,6 KB/s | binary | 100%
..\StatsIS\2018-03-08\index.html |           6 KB |  116,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\PFMA.bak.csv |           3 KB |  117,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\PFMA.csv |           3 KB |  117,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\PFMA.htm |           1 KB |  117,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\PFMA.png |          12 KB |  122,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\PFMA.tab |           1 KB |  122,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\PFMA.txt |          155 B |  122,1 KB/s | binary | 100%
..\StatsIS\2018-03-08\PSMM3.bak.csv |           2 KB |  122,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\PSMM3.csv |           2 KB |  123,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\PSMM3.htm |           1 KB |  123,6 KB/s | binary | 100%
..\StatsIS\2018-03-08\PSMM3.png |          10 KB |  127,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\PSMM3.tab |           1 KB |  126,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\PSMM3.txt |          181 B |  126,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\SERVEURS.bak.csv |           2 KB |  127,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\SERVEURS.csv |           2 KB |  127,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\SERVEURS.htm |           1 KB |  127,6 KB/s | binary | 100%
..\StatsIS\2018-03-08\SERVEURS.png |          11 KB |  131,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\SERVEURS.tab |           1 KB |  131,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\SERVEURS.txt |           97 B |  131,1 KB/s | binary | 100%
..\StatsIS\2018-03-08\UCSHIP.bak.csv |           2 KB |  131,4 KB/s | binary | 100%
..\StatsIS\2018-03-08\UCSHIP.csv |           2 KB |  131,7 KB/s | binary | 100%
..\StatsIS\2018-03-08\UCSHIP.htm |           1 KB |  131,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\UCSHIP.png |          10 KB |  135,5 KB/s | binary | 100%
..\StatsIS\2018-03-08\UCSHIP.tab |           1 KB |  135,2 KB/s | binary | 100%
..\StatsIS\2018-03-08\UCSHIP.txt |           92 B |  134,3 KB/s | binary | 100%
..\StatsIS\2018-03-08\ZPL.bak.csv |           3 KB |  134,8 KB/s | binary | 100%
..\StatsIS\2018-03-08\ZPL.csv |           3 KB |  135,3 KB/s | binary | 100%
..\StatsIS\2018-03-08\ZPL.htm |           1 KB |  135,9 KB/s | binary | 100%
..\StatsIS\2018-03-08\ZPL.png |          13 KB |  140,3 KB/s | binary | 100%
..\StatsIS\2018-03-08\ZPL.tab |           1 KB |  140,0 KB/s | binary | 100%
..\StatsIS\2018-03-08\ZPL.txt |          105 B |  140,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\C11.bak.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-03-15\C11.csv |           1 KB |   81,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\C11.htm |           1 KB |   89,5 KB/s | binary | 100%
..\StatsIS\2018-03-15\C11.png |          14 KB |  372,3 KB/s | binary | 100%
..\StatsIS\2018-03-15\C11.tab |           1 KB |  294,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\C11.txt |          114 B |  296,6 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHROMEBOOK.bak.csv |           2 KB |  264,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHROMEBOOK.csv |           2 KB |  294,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHROMEBOOK.htm |           1 KB |  264,0 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHROMEBOOK.png |          13 KB |  350,6 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHROMEBOOK.tab |           1 KB |  315,7 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHROMEBOOK.txt |           68 B |  282,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRPORT.bak.csv |           3 KB |  305,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRPORT.csv |           3 KB |  294,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRPORT.htm |           1 KB |  278,2 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRPORT.png |          13 KB |  357,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRPORT.tab |           1 KB |  333,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRPORT.txt |           85 B |  333,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRECOND.bak.csv |           2 KB |  322,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRECOND.csv |           2 KB |  313,5 KB/s | binary | 100%
